aX,aY,aZ,gX,gY,gZ
0.19,0.01,0.79,-4.09,-43.58,-8.48
0.17,0.06,0.83,-4.52,-44.86,-6.71
0.16,0.06,0.83,-4.33,-44.68,-6.23
0.15,0.06,0.81,-3.42,-43.40,-6.47
0.15,0.06,0.80,-2.99,-43.70,-5.98
0.15,0.05,0.79,-3.48,-44.43,-5.74
0.14,0.08,0.80,-4.03,-46.63,-4.76
0.15,0.05,0.83,-4.33,-48.22,-4.70
0.14,0.02,0.86,-3.23,-49.01,-4.52
0.12,0.05,0.84,-0.92,-49.13,-2.69
0.11,0.05,0.88,0.24,-50.90,-1.89
0.11,0.02,0.95,1.59,-52.49,-2.08
0.11,0.02,0.92,3.30,-50.05,-0.98
0.11,-0.00,0.90,2.69,-48.52,-0.06
0.11,0.02,0.93,1.04,-49.93,1.89
0.10,0.04,0.94,-0.61,-49.87,3.30
0.08,0.06,0.96,-1.40,-49.80,4.15
0.07,0.06,0.98,-1.34,-49.99,4.70
0.06,0.03,0.99,-1.53,-49.32,4.52
0.05,0.01,0.99,-1.53,-48.58,5.37
0.05,0.02,0.98,-2.01,-47.73,6.47
0.05,-0.01,1.00,-3.85,-47.85,7.45
0.03,0.02,1.00,-6.23,-47.67,9.28
0.01,0.06,1.05,-7.26,-48.16,11.54
-0.00,0.06,1.07,-6.84,-46.81,11.47
-0.02,0.03,1.03,-4.76,-43.52,11.17
-0.03,-0.01,1.01,-1.59,-41.75,11.05
-0.02,-0.04,0.98,0.98,-40.59,12.02
-0.01,-0.07,0.94,1.95,-40.04,13.61
-0.03,-0.02,0.91,1.34,-40.95,17.03
-0.03,0.00,0.95,-0.55,-44.07,19.10
-0.03,0.01,1.00,-2.50,-45.78,19.59
-0.03,0.04,0.99,-3.97,-44.80,20.81
-0.04,0.03,0.97,-6.29,-44.13,21.42
-0.06,0.05,0.98,-6.96,-44.92,22.52
-0.08,0.07,1.03,-5.55,-46.94,23.74
-0.10,0.07,1.06,-1.83,-46.63,23.93
-0.12,0.04,1.06,2.87,-44.62,23.44
-0.13,0.01,1.03,6.35,-42.30,23.74
-0.13,-0.02,1.01,6.16,-41.50,24.84
-0.13,-0.02,1.02,3.48,-41.32,26.86
-0.13,-0.01,1.00,1.22,-40.89,29.11
-0.14,0.01,0.96,-1.22,-39.79,31.07
-0.13,0.04,1.01,-2.75,-41.63,33.39
-0.14,0.09,1.02,-3.85,-41.93,35.10
-0.17,0.15,1.04,-5.80,-41.99,36.50
-0.18,0.16,1.12,-5.19,-43.40,36.01
-0.19,0.14,1.15,-0.55,-41.20,34.61
-0.19,0.12,1.09,7.45,-37.29,33.94
-0.18,0.07,1.09,11.90,-36.44,33.20
-0.19,0.03,1.09,11.23,-37.05,33.94
-0.20,0.03,1.12,9.77,-36.99,35.95
-0.21,0.03,1.15,7.02,-37.41,38.57
-0.22,0.02,1.20,2.81,-35.95,40.47
-0.24,0.06,1.22,-1.10,-33.51,43.03
-0.26,0.08,1.24,-4.64,-30.09,44.62
-0.26,0.10,1.23,-5.80,-27.10,45.10
-0.27,0.10,1.18,-3.48,-22.77,44.68
-0.27,0.06,1.13,-0.06,-19.90,43.52
-0.26,0.06,1.12,1.04,-20.08,43.70
-0.27,0.07,1.14,1.28,-20.39,44.62
-0.26,0.06,1.17,0.43,-20.75,44.80
-0.27,0.06,1.22,-1.71,-21.12,45.78
-0.28,0.07,1.23,-1.10,-20.02,46.75
-0.29,0.09,1.27,-2.69,-18.86,47.79
-0.29,0.06,1.29,-4.27,-15.81,46.94
-0.30,0.05,1.32,-4.21,-13.24,47.73
-0.30,0.04,1.30,-3.54,-9.34,48.40
-0.31,0.09,1.27,-3.23,-5.80,49.62
-0.30,0.08,1.29,-4.52,-4.27,49.19
-0.31,0.08,1.28,-5.31,-1.28,48.71
-0.31,0.09,1.27,-6.77,1.65,49.01
-0.32,0.11,1.21,-7.75,4.70,48.95
-0.31,0.10,1.17,-9.52,6.59,48.65
-0.31,0.10,1.18,-11.90,5.92,48.46
-0.31,0.14,1.20,-12.45,5.07,49.56
-0.32,0.13,1.21,-10.38,5.68,49.26
-0.31,0.13,1.22,-5.13,7.32,48.89
-0.31,0.15,1.17,1.95,10.25,49.44
-0.30,0.18,1.13,6.23,12.27,49.56
-0.30,0.16,1.16,5.43,11.35,48.40
-0.30,0.17,1.18,2.01,11.90,48.22
-0.30,0.18,1.18,0.18,13.18,48.28
-0.29,0.18,1.17,-0.06,15.14,47.79
-0.29,0.20,1.18,0.12,16.24,48.10
-0.30,0.24,1.18,-0.55,17.58,48.52
-0.30,0.29,1.19,-1.59,19.53,47.36
-0.30,0.26,1.19,-3.85,21.24,44.62
-0.30,0.25,1.19,-5.31,23.25,42.60
-0.29,0.24,1.18,-4.15,25.09,42.18
-0.29,0.23,1.16,-2.93,27.22,41.38
-0.29,0.24,1.14,-1.65,28.99,41.20
-0.30,0.24,1.12,-1.77,30.03,40.59
-0.29,0.23,1.11,-3.11,30.52,39.55
-0.28,0.23,1.10,-4.09,30.94,39.55
-0.28,0.25,1.09,-4.21,31.74,39.61
-0.28,0.28,1.09,-3.54,32.17,39.12
-0.27,0.25,1.11,-4.88,32.35,37.29
-0.27,0.24,1.13,-5.25,32.84,36.56
-0.27,0.26,1.11,-2.87,34.73,36.68
-0.26,0.23,1.08,-1.34,36.50,35.16
-0.25,0.23,1.08,-0.43,36.87,35.10
-0.24,0.24,1.07,-0.98,37.72,34.91
-0.24,0.24,1.06,-1.34,38.27,34.79
-0.24,0.24,1.07,-1.71,39.06,34.42
-0.23,0.23,1.07,-2.87,39.86,33.69
-0.22,0.23,1.05,-3.60,41.50,33.45
-0.21,0.25,1.05,-3.66,42.42,33.14
-0.20,0.23,1.02,-5.07,42.97,32.35
-0.20,0.25,1.02,-6.29,43.15,31.68
-0.20,0.26,1.05,-6.47,42.42,31.07
-0.18,0.26,1.05,-6.23,43.58,29.85
-0.17,0.24,1.02,-5.92,45.53,28.50
-0.16,0.27,1.01,-6.04,45.90,28.50
-0.16,0.29,1.02,-8.48,46.14,27.65
-0.16,0.30,1.01,-11.35,46.81,25.63
-0.15,0.30,0.99,-12.02,47.79,23.86
-0.14,0.29,1.00,-9.89,47.42,21.73
-0.13,0.30,1.00,-6.84,47.97,21.18
-0.12,0.32,0.97,-4.09,48.89,20.26
-0.11,0.30,0.97,-3.60,49.01,18.25
-0.10,0.32,0.96,-5.00,48.95,16.42
-0.10,0.33,0.97,-8.42,48.40,15.20
-0.09,0.31,0.98,-13.18,48.22,12.70
-0.08,0.31,0.98,-15.38,49.19,11.11
-0.07,0.30,0.98,-14.22,50.35,9.34
-0.06,0.31,0.94,-11.78,52.31,8.67
-0.05,0.34,0.91,-10.13,52.92,8.06
-0.04,0.36,0.87,-9.77,52.61,6.41
-0.03,0.35,0.87,-10.38,51.15,3.60
-0.02,0.37,0.86,-12.08,49.44,1.53
-0.01,0.35,0.87,-13.79,47.73,-0.92
-0.00,0.37,0.90,-14.04,46.26,-2.50
0.00,0.37,0.91,-12.21,46.08,-3.66
0.01,0.39,0.90,-10.25,46.69,-5.37
0.02,0.38,0.89,-9.09,46.57,-7.51
0.04,0.34,0.87,-10.13,46.69,-10.62
0.05,0.32,0.87,-11.35,45.84,-12.45
0.05,0.30,0.86,-13.00,44.68,-13.31
0.06,0.30,0.90,-13.31,42.85,-14.04
0.06,0.34,0.92,-11.72,42.30,-13.92
0.06,0.36,0.91,-10.07,43.76,-15.38
0.08,0.37,0.89,-9.34,44.43,-17.33
0.09,0.35,0.86,-9.22,44.43,-19.35
0.11,0.34,0.81,-9.70,44.68,-20.87
0.12,0.32,0.81,-10.50,42.79,-22.03
0.12,0.33,0.85,-12.02,39.98,-22.34
0.12,0.36,0.89,-12.94,38.57,-22.58
0.13,0.38,0.90,-12.33,39.55,-23.38
0.13,0.38,0.88,-11.78,40.53,-25.27
0.14,0.38,0.84,-11.84,41.44,-26.92
0.15,0.37,0.82,-12.02,40.95,-28.75
0.16,0.39,0.82,-12.21,39.00,-29.79
0.16,0.38,0.86,-12.70,37.29,-31.37
0.17,0.37,0.84,-12.88,37.78,-33.26
0.17,0.38,0.82,-12.82,38.33,-34.55
0.18,0.39,0.78,-12.21,38.15,-35.95
0.19,0.36,0.77,-11.90,36.50,-38.27
0.20,0.33,0.78,-11.17,34.61,-39.92
0.20,0.32,0.76,-10.13,33.87,-40.71
0.21,0.31,0.77,-9.58,32.35,-41.38
0.21,0.33,0.78,-8.79,30.88,-42.11
0.22,0.31,0.78,-9.03,29.97,-43.95
0.22,0.31,0.76,-10.31,29.54,-45.84
0.23,0.31,0.75,-11.11,28.20,-47.18
0.24,0.25,0.78,-11.47,26.12,-49.32
0.24,0.26,0.77,-11.11,26.12,-49.32
0.25,0.24,0.76,-10.56,26.18,-49.74
0.25,0.25,0.73,-9.77,25.76,-50.17
0.25,0.27,0.69,-9.64,25.27,-49.99
0.26,0.26,0.68,-10.99,23.19,-51.94
0.27,0.20,0.69,-13.12,21.06,-53.96
0.28,0.18,0.71,-13.43,19.10,-53.71
0.28,0.19,0.70,-10.93,18.74,-52.31
0.28,0.19,0.67,-8.54,18.92,-51.70
0.29,0.19,0.66,-6.77,17.27,-51.94
0.30,0.16,0.66,-7.14,15.26,-52.43
0.30,0.17,0.65,-8.54,13.55,-52.25
0.31,0.17,0.68,-10.25,11.11,-52.49
0.32,0.15,0.67,-11.66,10.44,-53.47
0.33,0.15,0.62,-12.57,11.17,-53.83
0.33,0.16,0.58,-13.79,9.58,-53.53
0.33,0.17,0.60,-16.17,5.92,-53.77
0.33,0.12,0.64,-17.40,2.56,-54.63
0.33,0.12,0.65,-15.56,1.46,-54.26
0.33,0.15,0.63,-12.45,0.92,-53.34
0.34,0.14,0.63,-10.56,-0.49,-54.63
0.34,0.08,0.65,-11.35,-2.81,-56.46
0.36,0.07,0.63,-13.18,-3.54,-55.85
0.38,0.03,0.60,-16.17,-4.15,-55.60
0.37,0.04,0.56,-21.55,-5.55,-52.86
0.36,0.07,0.64,-28.32,-10.19,-50.23
0.35,0.09,0.72,-33.51,-13.67,-49.07
0.34,0.12,0.75,-33.39,-12.88,-48.46
0.34,0.12,0.71,-30.94,-10.44,-48.83
0.35,0.09,0.65,-29.42,-8.54,-50.11
0.35,0.05,0.56,-30.82,-8.30,-50.54
0.35,0.00,0.49,-33.81,-10.25,-50.11
0.35,-0.00,0.54,-35.40,-16.72,-48.10
0.35,0.00,0.59,-34.36,-21.42,-45.78
0.34,0.04,0.59,-32.17,-22.89,-44.07
0.34,0.04,0.60,-30.33,-24.48,-43.46
0.34,0.02,0.63,-28.56,-26.92,-43.40
0.33,0.02,0.63,-25.21,-27.77,-42.60
0.33,0.01,0.60,-21.12,-28.08,-41.81
0.33,-0.01,0.58,-19.41,-30.09,-41.08
0.32,-0.06,0.62,-20.57,-34.24,-40.95
0.30,-0.07,0.67,-20.57,-37.48,-39.31
0.30,-0.10,0.69,-18.92,-38.51,-37.60
0.29,-0.12,0.68,-16.42,-38.76,-36.13
0.30,-0.16,0.66,-17.03,-39.49,-34.18
0.30,-0.20,0.70,-18.92,-41.75,-32.17
0.31,-0.20,0.72,-19.04,-42.60,-28.20
0.29,-0.16,0.70,-19.96,-42.36,-24.17
0.29,-0.13,0.74,-20.08,-43.46,-20.87
0.28,-0.07,0.75,-16.48,-43.52,-18.49
0.28,-0.04,0.73,-10.25,-42.72,-16.97
0.28,-0.06,0.71,-6.10,-42.85,-17.21
0.28,-0.08,0.65,-3.78,-43.33,-16.85
0.27,-0.10,0.65,-3.05,-46.57,-15.75
0.27,-0.12,0.73,-2.26,-51.09,-14.47
0.25,-0.11,0.76,-0.61,-52.43,-12.33
0.24,-0.10,0.80,1.65,-52.80,-10.31
0.23,-0.12,0.83,2.62,-52.86,-9.34
0.23,-0.10,0.84,2.87,-52.25,-7.51
0.22,-0.08,0.85,2.44,-51.94,-5.62
0.22,-0.07,0.84,1.16,-51.88,-4.76
0.21,-0.09,0.87,-1.04,-52.92,-3.85
0.19,-0.05,0.89,-1.77,-54.02,-1.89
0.18,-0.01,0.95,-0.49,-54.69,-0.24
0.18,-0.00,0.95,1.59,-53.47,-0.31
0.18,0.02,0.92,3.23,-51.09,0.31
0.17,0.04,0.92,3.42,-51.70,0.61
0.17,0.05,0.97,2.20,-52.98,0.49
0.15,0.05,1.01,0.49,-53.47,0.37
0.13,0.04,1.02,-0.67,-51.45,0.06
0.12,0.01,1.00,-1.40,-48.46,-0.43
0.11,-0.02,0.95,-2.01,-45.17,-0.49
0.11,-0.07,0.87,-2.69,-42.97,0.06
0.09,-0.08,0.80,-3.23,-43.46,2.32
0.06,-0.02,0.83,-4.58,-47.85,6.29
0.05,0.01,0.94,-3.97,-53.65,8.73
0.03,0.02,0.99,-2.44,-54.99,9.89
0.02,0.02,1.02,0.43,-54.32,10.74
0.01,-0.01,1.07,3.36,-54.08,11.17
0.00,-0.00,1.10,5.62,-52.73,12.33
0.00,-0.02,1.10,6.84,-50.17,12.88
0.00,-0.06,1.06,8.00,-46.63,13.37
-0.00,-0.07,1.02,7.57,-44.07,15.01
-0.01,-0.07,1.00,5.00,-44.01,17.03
-0.03,-0.05,1.00,1.22,-45.59,19.59
-0.06,-0.02,1.08,-1.59,-48.46,21.91
-0.06,-0.02,1.15,-1.22,-48.95,22.89
-0.07,-0.01,1.12,1.22,-44.49,23.86
-0.06,-0.01,1.08,4.46,-40.71,24.96
-0.06,-0.00,1.03,6.53,-38.39,25.94
-0.06,-0.01,0.99,5.74,-38.02,26.92
-0.06,-0.02,1.00,3.48,-39.98,27.77
-0.07,-0.01,1.05,1.53,-42.42,29.66
-0.11,0.06,1.09,0.98,-43.95,32.53
-0.13,0.11,1.18,-0.43,-44.98,33.33
-0.14,0.06,1.23,-1.65,-43.27,30.58
-0.14,0.04,1.14,2.26,-36.87,29.54
-0.14,0.00,1.07,4.76,-34.12,29.66
-0.13,-0.03,1.08,3.72,-35.40,30.33
-0.13,-0.03,1.08,1.28,-35.58,32.41
-0.15,-0.01,1.09,-0.79,-35.10,35.03
-0.17,-0.02,1.14,-1.95,-35.52,36.44
-0.18,0.01,1.15,0.37,-33.26,38.45
-0.18,0.00,1.12,4.21,-29.97,39.06
-0.19,0.04,1.06,6.04,-27.34,39.61
-0.19,0.04,1.01,5.68,-26.79,39.86
-0.17,-0.02,1.02,3.72,-28.26,38.45
-0.18,-0.02,1.01,1.04,-29.36,39.67
-0.20,0.04,1.05,-1.10,-31.13,42.48
-0.21,0.04,1.13,-1.95,-33.26,42.66
-0.22,0.02,1.11,0.00,-30.70,41.81
-0.21,-0.01,1.09,1.59,-27.83,41.63
-0.19,-0.04,1.07,3.78,-26.25,42.48
-0.19,-0.03,1.04,4.46,-25.45,44.86
-0.19,0.04,1.11,1.83,-27.53,48.22
-0.20,0.09,1.22,-0.43,-29.60,49.56
-0.20,0.10,1.24,-0.79,-26.25,49.13
-0.21,0.13,1.19,0.98,-21.42,49.01
-0.21,0.11,1.17,1.71,-18.80,47.91
-0.22,0.04,1.13,1.77,-16.85,46.02
-0.23,-0.00,1.07,2.62,-14.83,46.26
-0.24,0.02,1.04,4.58,-15.20,48.40
-0.25,0.05,1.06,7.45,-17.03,49.99
-0.27,0.06,1.15,7.87,-19.65,50.66
-0.28,0.06,1.21,8.12,-19.35,50.66
-0.30,0.07,1.20,9.34,-16.66,51.03
-0.30,0.09,1.22,9.40,-15.14,51.09
-0.30,0.10,1.27,9.64,-14.77,50.60
-0.30,0.06,1.30,9.89,-12.45,49.32
-0.30,0.07,1.31,11.84,-9.09,49.44
-0.30,0.06,1.30,14.34,-5.80,49.44
-0.31,0.05,1.27,16.17,-2.08,49.26
-0.32,0.05,1.27,16.30,-0.06,49.19
-0.32,0.06,1.29,14.34,1.40,49.80
-0.32,0.08,1.29,11.54,3.85,50.11
-0.33,0.06,1.27,7.45,6.84,49.68
-0.32,0.08,1.26,3.97,9.34,49.93
-0.32,0.09,1.23,1.04,11.90,50.78
-0.32,0.10,1.20,0.37,13.92,50.72
-0.32,0.15,1.18,2.01,15.38,51.15
-0.32,0.17,1.18,1.65,16.60,50.29
-0.31,0.18,1.16,0.67,18.07,48.58
-0.31,0.19,1.16,-0.24,19.35,47.00
-0.30,0.18,1.15,-1.22,20.63,45.04
-0.30,0.17,1.13,-3.36,21.97,43.58
-0.29,0.17,1.12,-4.39,23.01,42.42
-0.29,0.17,1.12,-4.33,23.50,42.24
-0.29,0.21,1.13,-3.48,24.05,42.30
-0.29,0.22,1.14,-2.50,24.48,41.32
-0.28,0.20,1.17,-3.30,25.63,39.00
-0.27,0.19,1.14,-3.48,28.08,37.90
-0.26,0.18,1.12,-3.05,30.27,37.17
-0.26,0.17,1.09,-3.97,31.37,36.38
-0.26,0.17,1.06,-5.62,32.78,36.50
-0.25,0.19,1.08,-6.35,32.53,35.95
-0.25,0.21,1.09,-5.98,32.78,35.28
-0.25,0.24,1.07,-4.58,34.67,33.81
-0.23,0.22,1.07,-3.85,35.52,31.49
-0.22,0.20,1.06,-3.23,36.56,29.42
-0.21,0.21,1.04,-2.01,37.54,28.63
-0.20,0.22,1.01,-0.67,38.02,27.47
-0.19,0.19,1.01,-1.95,37.78,25.51
-0.18,0.20,1.03,-3.48,36.87,24.96
-0.18,0.22,1.05,-4.09,37.23,24.48
-0.18,0.23,1.05,-3.17,38.33,23.01
-0.17,0.24,1.06,-2.99,38.82,21.00
-0.16,0.20,1.07,-3.42,39.55,18.74
-0.15,0.19,1.06,-2.87,41.26,17.64
-0.13,0.20,1.03,-2.08,42.54,17.21
-0.12,0.16,1.02,-2.01,43.21,15.56
-0.11,0.18,1.02,-2.32,43.70,15.38
-0.11,0.20,1.02,-3.17,43.95,15.38
-0.10,0.20,1.04,-5.00,43.58,14.28
-0.09,0.22,1.04,-7.02,44.43,13.79
-0.08,0.19,1.00,-5.43,46.39,12.51
-0.07,0.20,1.00,-5.25,45.90,12.08
-0.07,0.20,1.00,-5.00,45.47,11.84
-0.05,0.21,1.02,-5.55,45.10,11.23
-0.05,0.22,1.02,-5.13,45.41,10.13
-0.05,0.23,1.03,-5.25,45.96,8.73
-0.03,0.22,1.06,-5.62,46.02,6.77
-0.03,0.22,1.02,-5.55,48.22,5.13
-0.02,0.21,1.01,-6.47,48.65,3.72
-0.01,0.21,1.04,-7.57,47.30,2.93
-0.01,0.22,1.02,-8.06,48.16,1.83
-0.00,0.21,0.99,-8.91,49.19,0.24
0.01,0.18,1.01,-10.01,48.10,-1.34
0.02,0.18,1.00,-10.13,48.40,-2.14
0.02,0.21,0.98,-9.46,49.44,-2.08
0.03,0.20,0.95,-10.01,49.44,-3.36
0.04,0.20,0.96,-12.45,48.65,-4.64
0.05,0.18,0.99,-13.49,47.91,-5.49
0.06,0.18,0.95,-13.06,49.62,-6.16
0.06,0.21,0.95,-11.11,49.93,-5.98
0.07,0.21,0.94,-9.52,49.68,-6.53
0.09,0.20,0.90,-9.89,50.29,-7.69
0.10,0.20,0.88,-11.05,49.68,-8.54
0.10,0.22,0.89,-11.60,47.97,-9.03
0.11,0.23,0.90,-13.00,46.57,-10.25
0.12,0.23,0.91,-14.22,46.14,-11.60
0.13,0.24,0.90,-14.10,46.20,-12.88
0.14,0.24,0.86,-13.31,46.94,-13.98
0.15,0.25,0.86,-14.28,46.33,-14.89
0.15,0.25,0.88,-14.10,44.56,-16.11
0.15,0.26,0.88,-12.33,44.86,-16.72
0.16,0.28,0.86,-9.58,45.47,-17.94
0.17,0.25,0.85,-6.29,45.23,-20.02
0.17,0.23,0.83,-3.97,45.35,-21.48
0.18,0.23,0.81,-2.62,45.17,-21.91
0.19,0.22,0.77,-2.32,44.56,-23.13
0.20,0.20,0.77,-2.32,42.30,-23.99
0.20,0.21,0.79,-1.95,40.10,-24.23
0.21,0.22,0.80,-1.04,38.94,-24.78
0.22,0.20,0.81,0.49,38.02,-25.70
0.23,0.19,0.81,2.20,37.84,-26.43
0.24,0.17,0.82,4.46,37.41,-26.73
0.25,0.16,0.81,5.86,37.66,-26.92
0.26,0.15,0.81,7.93,38.15,-26.92
0.27,0.17,0.82,8.91,37.29,-26.67
0.27,0.21,0.75,6.29,39.12,-26.98
0.27,0.23,0.72,1.16,38.82,-28.63
0.28,0.22,0.73,-3.36,35.64,-31.37
0.28,0.22,0.73,-4.33,34.24,-33.69
0.29,0.21,0.69,-2.08,33.81,-36.13
0.31,0.18,0.67,0.73,32.35,-38.70
0.32,0.16,0.66,2.32,30.09,-40.22
0.34,0.11,0.66,1.53,27.59,-41.50
0.34,0.07,0.67,-1.10,25.09,-41.81
0.34,0.11,0.66,-2.93,23.32,-39.92
0.34,0.11,0.69,-4.76,21.24,-39.79
0.34,0.10,0.68,-6.04,19.71,-40.28
0.34,0.09,0.64,-7.02,19.78,-40.89
0.35,0.08,0.66,-8.12,17.58,-41.44
0.36,0.08,0.66,-9.83,15.63,-41.69
0.35,0.09,0.66,-10.99,15.01,-41.69
0.35,0.07,0.67,-11.96,13.67,-42.54
0.35,0.08,0.67,-13.12,12.39,-42.85
0.34,0.08,0.64,-14.71,12.21,-43.15
0.34,0.05,0.62,-16.97,11.29,-44.62
0.34,-0.00,0.60,-18.92,10.25,-45.29
0.35,0.01,0.58,-20.08,9.22,-43.88
0.36,0.01,0.55,-20.26,8.48,-43.15
0.38,0.00,0.50,-20.81,8.30,-43.52
0.39,-0.01,0.44,-23.19,6.41,-43.82
0.39,-0.01,0.38,-26.61,2.75,-43.09
0.41,-0.04,0.42,-30.27,-3.30,-42.54
0.40,-0.03,0.45,-31.62,-7.63,-41.08
0.40,0.02,0.45,-29.36,-10.07,-38.88
0.39,0.04,0.50,-24.60,-14.65,-38.45
0.39,0.06,0.54,-20.32,-18.13,-38.70
0.38,0.08,0.58,-15.63,-20.75,-39.12
0.39,0.07,0.62,-10.50,-22.22,-40.47
0.38,0.03,0.62,-6.47,-23.07,-42.72
0.38,0.02,0.60,-5.00,-23.74,-43.64
0.37,-0.03,0.60,-6.84,-26.25,-44.68
0.37,-0.08,0.66,-9.95,-29.85,-45.53
0.37,-0.09,0.70,-10.99,-31.68,-44.25
0.36,-0.10,0.74,-10.31,-32.78,-42.72
0.36,-0.10,0.80,-8.79,-33.94,-40.77
0.35,-0.10,0.84,-5.07,-33.08,-38.57
0.35,-0.11,0.83,0.43,-30.76,-37.35
0.36,-0.10,0.78,7.69,-28.63,-35.46
0.35,-0.09,0.73,13.67,-28.32,-34.12
0.35,-0.04,0.70,15.81,-29.48,-32.65
0.33,-0.03,0.71,13.00,-32.41,-33.14
0.31,0.01,0.76,9.34,-35.95,-34.36
0.29,0.03,0.81,4.46,-38.70,-36.25
0.27,0.02,0.84,-0.12,-39.31,-39.49
0.26,-0.06,0.91,-2.75,-40.16,-43.03
0.28,-0.11,0.93,-2.01,-39.37,-43.33
0.28,-0.20,0.86,3.97,-35.77,-42.30
0.28,-0.22,0.81,9.83,-34.67,-38.64
0.27,-0.18,0.80,10.50,-37.66,-33.63
0.26,-0.19,0.83,8.24,-39.98,-31.19
0.24,-0.21,0.88,2.01,-42.24,-29.85
0.22,-0.20,0.92,-1.89,-42.91,-27.34
0.21,-0.20,0.96,-1.59,-42.05,-25.76
0.21,-0.21,0.97,0.73,-39.79,-24.90
0.20,-0.22,0.91,4.15,-36.56,-24.05
0.20,-0.23,0.87,6.10,-35.89,-22.89
0.20,-0.25,0.85,5.74,-36.68,-21.55
0.20,-0.29,0.83,2.38,-37.72,-20.14
0.19,-0.28,0.85,-1.46,-39.92,-17.33
0.18,-0.28,0.89,-4.03,-41.75,-14.77
0.17,-0.24,0.93,-3.05,-42.11,-12.39
0.16,-0.22,0.90,-0.18,-40.16,-11.29
0.16,-0.23,0.84,2.20,-38.33,-11.66
0.17,-0.27,0.79,1.83,-39.06,-11.60
0.16,-0.29,0.78,-1.16,-41.69,-10.01
0.15,-0.25,0.86,-3.91,-47.06,-7.08
0.13,-0.21,0.94,-5.55,-49.07,-5.07
0.12,-0.20,0.95,-7.08,-48.16,-4.58
0.12,-0.21,0.96,-7.87,-46.75,-4.82
0.11,-0.22,0.95,-8.24,-45.53,-4.46
0.11,-0.23,0.92,-7.57,-44.74,-3.48
0.10,-0.22,0.90,-6.23,-44.62,-1.65
0.10,-0.23,0.92,-6.04,-46.20,-0.55
0.10,-0.23,0.94,-6.29,-47.18,0.55
0.07,-0.17,0.93,-7.39,-47.00,3.42
0.06,-0.14,1.03,-8.48,-49.32,4.33
0.05,-0.11,1.06,-7.32,-48.40,3.91
0.05,-0.13,1.02,-3.66,-44.13,2.93
0.05,-0.16,1.00,-0.24,-42.54,2.32
0.05,-0.18,0.97,3.17,-41.32,3.05
0.04,-0.20,0.93,5.55,-41.02,4.15
0.04,-0.20,0.93,3.78,-42.79,5.49
0.02,-0.20,0.97,0.06,-44.86,6.84
0.00,-0.18,0.99,-2.26,-45.59,8.30
-0.01,-0.16,1.02,-2.26,-45.65,9.58
-0.01,-0.14,1.04,0.18,-44.86,10.44
-0.01,-0.14,1.00,2.44,-41.93,10.56
-0.01,-0.15,0.97,3.42,-40.65,10.31
-0.01,-0.16,0.97,4.70,-42.11,11.11
-0.03,-0.15,0.98,5.37,-43.58,12.63
-0.04,-0.14,1.02,3.78,-45.10,13.61
-0.05,-0.15,1.06,1.77,-45.29,13.55
-0.07,-0.15,1.06,0.67,-43.52,14.16
-0.08,-0.15,1.06,-0.06,-42.05,14.53
-0.08,-0.19,1.06,-1.04,-40.83,14.40
-0.08,-0.18,1.02,0.37,-38.82,15.75
-0.07,-0.23,1.00,1.40,-37.96,16.36
-0.08,-0.21,0.97,0.43,-38.21,18.55
-0.09,-0.16,1.04,-1.59,-41.02,22.03
-0.11,-0.17,1.14,-3.30,-43.27,22.89
-0.13,-0.10,1.16,-1.53,-40.16,24.48
-0.13,-0.09,1.13,1.34,-35.89,24.29
-0.13,-0.14,1.10,3.36,-33.08,22.52
-0.13,-0.12,1.04,5.43,-31.01,23.07
-0.12,-0.14,1.00,5.55,-30.88,23.68
-0.12,-0.15,1.01,4.39,-32.71,23.93
-0.14,-0.14,1.03,3.78,-34.61,25.57
-0.16,-0.11,1.07,1.53,-35.58,26.43
-0.16,-0.10,1.13,-0.67,-36.56,26.98
-0.17,-0.13,1.16,-2.44,-35.10,26.00
-0.17,-0.14,1.15,-1.53,-31.68,27.16
-0.16,-0.17,1.10,-0.31,-28.14,27.53
-0.18,-0.14,1.07,0.98,-26.79,29.66
-0.18,-0.10,1.12,2.08,-28.02,31.07
-0.18,-0.12,1.11,2.99,-26.61,30.64
-0.19,-0.10,1.05,2.32,-23.80,30.70
-0.19,-0.10,1.08,0.00,-25.27,30.94
-0.20,-0.13,1.13,-1.46,-26.12,30.52
-0.20,-0.13,1.13,-1.28,-24.11,31.07
-0.20,-0.14,1.10,0.98,-21.55,31.74
-0.20,-0.17,1.08,2.20,-20.02,32.10
-0.21,-0.16,1.08,1.95,-19.90,33.33
-0.22,-0.13,1.10,1.59,-20.32,34.97
-0.22,-0.13,1.11,1.10,-19.84,35.28
-0.22,-0.15,1.10,-0.79,-17.94,35.16
-0.22,-0.16,1.10,-2.44,-17.21,35.77
-0.23,-0.14,1.12,-3.60,-17.03,37.23
-0.24,-0.13,1.14,-4.27,-16.11,38.21
-0.24,-0.15,1.15,-4.82,-14.77,38.82
-0.24,-0.16,1.16,-2.87,-13.00,39.37
-0.24,-0.17,1.15,0.49,-10.74,40.59
-0.24,-0.17,1.14,1.95,-8.79,41.75
-0.24,-0.18,1.09,0.55,-6.90,42.85
-0.26,-0.13,1.10,-2.14,-7.51,44.62
-0.26,-0.12,1.17,-5.13,-8.91,45.47
-0.26,-0.14,1.21,-6.90,-7.87,44.62
