aX,aY,aZ,gX,gY,gZ
0.09,0.16,0.95,-0.37,-1.28,-0.06
0.09,0.16,0.95,-0.43,-1.04,-0.12
0.09,0.16,0.95,-0.55,-1.10,-0.18
0.09,0.16,0.95,-0.85,-1.10,0.00
0.09,0.16,0.95,-0.61,-1.10,0.12
0.09,0.16,0.95,-0.43,-1.28,-0.06
0.09,0.16,0.95,-0.43,-1.53,-0.12
0.09,0.16,0.95,-0.67,-1.16,-0.12
0.09,0.16,0.95,-0.61,-1.34,-0.06
0.09,0.16,0.95,-0.49,-1.16,-0.06
0.09,0.16,0.95,-0.49,-1.34,0.00
0.09,0.16,0.95,-0.37,-1.59,0.06
0.09,0.16,0.95,-0.49,-1.59,0.00
0.09,0.16,0.95,-0.49,-1.34,-0.12
0.09,0.16,0.95,-0.49,-1.53,-0.06
0.09,0.16,0.95,-0.43,-1.28,-0.06
0.09,0.16,0.95,-0.49,-1.59,-0.06
0.09,0.16,0.95,-0.49,-1.71,0.06
0.09,0.16,0.95,-0.61,-1.28,0.12
0.09,0.16,0.95,-0.31,-1.77,-0.12
0.09,0.16,0.95,-0.37,-1.77,0.00
0.09,0.16,0.95,-0.49,-1.59,0.00
0.09,0.16,0.95,-0.49,-1.22,0.12
0.09,0.16,0.95,-0.61,-1.40,0.00
0.09,0.16,0.95,-0.37,-1.28,0.06
0.09,0.16,0.95,-0.18,-1.59,0.06
0.09,0.16,0.95,-0.31,-1.28,0.06
0.09,0.16,0.95,-0.43,-1.46,0.06
0.09,0.16,0.95,-0.67,-1.83,0.00
0.09,0.16,0.95,-0.61,-1.53,-0.06
0.09,0.16,0.95,-0.49,-1.59,-0.12
0.09,0.16,0.95,-0.37,-1.34,0.00
0.09,0.16,0.95,-0.37,-1.34,0.00
0.09,0.16,0.95,-0.43,-1.53,0.00
0.09,0.16,0.95,-0.67,-1.53,0.12
0.09,0.16,0.95,-0.61,-1.40,0.06
0.09,0.16,0.95,-0.37,-1.65,-0.06
0.09,0.16,0.95,-0.18,-1.46,0.00
0.09,0.16,0.95,-0.55,-1.28,0.12
0.09,0.16,0.95,-0.55,-1.40,0.06
0.09,0.16,0.95,-0.49,-1.53,0.12
0.09,0.16,0.95,-0.43,-1.40,0.06
0.09,0.16,0.95,-0.43,-1.77,0.18
0.09,0.16,0.95,-0.49,-1.46,-0.12
0.09,0.16,0.95,-0.43,-1.53,-0.06
0.09,0.16,0.95,-0.49,-1.40,0.12
0.09,0.16,0.95,-0.37,-1.77,0.18
0.09,0.16,0.95,-0.43,-1.71,0.18
0.09,0.16,0.95,-0.55,-1.89,0.24
0.09,0.16,0.95,-0.37,-1.77,0.06
0.09,0.16,0.95,-0.49,-1.46,-0.06
0.09,0.16,0.95,-0.55,-1.65,0.06
0.09,0.16,0.95,-0.18,-1.95,0.06
0.09,0.16,0.95,-0.49,-1.65,0.00
0.09,0.16,0.95,-0.43,-1.59,-0.06
0.09,0.16,0.95,-0.31,-1.95,0.00
0.09,0.16,0.95,-0.37,-1.59,0.12
0.09,0.16,0.95,-0.61,-1.46,0.00
0.09,0.16,0.95,-0.49,-1.46,0.06
0.09,0.16,0.95,-0.31,-1.34,0.00
0.09,0.16,0.95,-0.43,-1.34,0.06
0.09,0.16,0.95,-0.18,-1.53,-0.06
0.09,0.16,0.95,-0.31,-1.71,-0.06
0.09,0.16,0.95,-0.37,-1.71,0.00
0.09,0.16,0.95,-0.37,-1.53,0.12
0.09,0.16,0.95,-0.43,-1.53,0.24
0.09,0.16,0.95,-0.37,-1.46,0.18
0.09,0.16,0.95,-0.49,-1.10,0.00
0.09,0.16,0.95,-0.49,-1.34,0.06
0.09,0.16,0.95,-0.43,-1.40,0.12
0.09,0.16,0.95,-0.55,-1.53,-0.06
0.09,0.16,0.95,-0.61,-1.40,0.00
0.09,0.16,0.95,-0.43,-1.46,-0.06
0.09,0.16,0.95,-0.55,-1.16,0.00
0.09,0.16,0.95,-0.49,-1.22,0.06
0.09,0.16,0.95,-0.49,-1.10,0.06
0.09,0.16,0.95,-0.67,-1.16,0.06
0.09,0.16,0.95,-0.67,-1.28,0.00
0.09,0.16,0.95,-0.73,-1.04,-0.24
0.09,0.16,0.95,-0.55,-1.04,-0.12
0.09,0.16,0.95,-0.61,-0.73,0.00
0.09,0.16,0.95,-0.61,-0.85,0.00
0.09,0.16,0.95,-0.61,-0.49,-0.24
0.09,0.16,0.95,-0.55,-0.49,-0.31
0.09,0.16,0.95,-0.49,-0.49,-0.12
0.09,0.16,0.95,-0.55,-0.67,-0.18
0.09,0.16,0.95,-0.49,-0.85,-0.12
0.09,0.16,0.95,-0.49,-0.79,-0.12
0.09,0.16,0.95,-0.61,-1.10,-0.12
0.09,0.16,0.95,-0.61,-1.04,-0.12
0.09,0.16,0.95,-0.55,-0.92,-0.06
0.09,0.16,0.95,-0.73,-0.92,-0.18
0.09,0.16,0.95,-0.49,-0.85,-0.12
0.09,0.16,0.95,-0.55,-1.04,-0.12
0.09,0.16,0.95,-0.73,-0.92,-0.31
0.09,0.16,0.95,-0.55,-0.98,-0.18
0.09,0.16,0.95,-0.55,-0.85,-0.18
0.09,0.16,0.95,-0.43,-0.92,-0.37
0.09,0.16,0.95,-0.55,-1.16,-0.12
0.09,0.16,0.95,-0.43,-0.98,-0.12
0.09,0.16,0.95,-0.55,-1.04,-0.18
0.09,0.16,0.95,-0.49,-0.98,-0.12
0.09,0.16,0.95,-0.49,-0.85,-0.18
0.09,0.16,0.95,-0.37,-0.98,-0.24
0.09,0.16,0.95,-0.37,-0.92,-0.18
0.09,0.16,0.95,-0.49,-0.92,-0.24
0.09,0.16,0.95,-0.55,-0.73,-0.12
0.09,0.16,0.95,-0.37,-0.98,-0.06
0.09,0.16,0.95,-0.49,-0.98,-0.06
0.09,0.16,0.95,-0.55,-1.04,-0.18
0.09,0.16,0.95,-0.49,-0.92,-0.18
0.09,0.16,0.95,-0.43,-0.85,-0.06
0.09,0.16,0.95,-0.49,-1.04,0.00
0.09,0.16,0.95,-0.49,-1.04,-0.18
0.09,0.16,0.95,-0.49,-0.73,-0.24
0.09,0.16,0.95,-0.55,-0.92,-0.12
0.09,0.16,0.95,-0.49,-0.73,-0.18
0.09,0.16,0.95,-0.55,-0.67,-0.24
0.09,0.16,0.95,-0.49,-0.85,-0.18
0.09,0.16,0.95,-0.49,-0.85,-0.18
0.09,0.16,0.95,-0.49,-0.79,-0.06
0.09,0.16,0.95,-0.61,-0.79,-0.12
0.09,0.16,0.95,-0.55,-0.67,-0.18
0.09,0.16,0.95,-0.55,-0.85,-0.06
0.09,0.16,0.95,-0.43,-0.73,-0.06
0.09,0.16,0.95,-0.55,-0.67,-0.18
0.09,0.16,0.95,-0.55,-0.85,-0.18
0.09,0.16,0.95,-0.43,-0.67,-0.06
0.09,0.16,0.95,-0.49,-0.79,0.00
0.09,0.16,0.95,-0.61,-0.85,-0.12
0.09,0.16,0.95,-0.61,-0.92,-0.18
0.09,0.16,0.95,-0.61,-1.10,-0.18
0.09,0.16,0.95,-0.79,-0.92,0.00
0.09,0.16,0.95,-0.73,-1.10,-0.06
0.09,0.16,0.95,-0.61,-1.04,-0.06
0.09,0.16,0.95,-0.49,-0.85,-0.06
0.09,0.16,0.95,-0.61,-0.73,-0.18
0.09,0.16,0.95,-0.55,-1.04,-0.06
0.09,0.16,0.95,-0.61,-0.92,-0.12
0.09,0.16,0.95,-0.55,-0.92,-0.12
0.09,0.16,0.95,-0.49,-0.79,-0.06
0.09,0.16,0.95,-0.67,-0.98,-0.06
0.09,0.16,0.95,-0.49,-1.10,-0.12
0.09,0.16,0.95,-0.49,-1.10,0.06
0.09,0.16,0.95,-0.61,-0.79,0.06
0.09,0.16,0.95,-0.61,-1.04,0.00
0.09,0.16,0.95,-0.55,-0.98,-0.12
0.09,0.16,0.95,-0.61,-0.92,-0.06
0.09,0.16,0.95,-0.43,-0.67,-0.24
0.09,0.16,0.95,-0.55,-0.92,-0.31
0.09,0.16,0.95,-0.67,-0.92,0.00
0.09,0.16,0.95,-0.67,-0.73,-0.12
0.09,0.16,0.95,-0.61,-0.67,-0.31
0.09,0.16,0.95,-0.61,-0.43,-0.31
0.09,0.16,0.95,-0.49,-0.79,-0.24
0.09,0.16,0.95,-0.49,-0.73,-0.24
0.09,0.16,0.95,-0.67,-0.85,-0.24
0.09,0.16,0.95,-0.37,-0.79,-0.06
0.09,0.16,0.95,-0.49,-0.79,-0.06
0.09,0.16,0.95,-0.55,-0.79,-0.06
0.09,0.16,0.95,-0.55,-0.85,-0.31
0.09,0.16,0.95,-0.55,-0.79,-0.12
0.09,0.16,0.95,-0.43,-0.79,-0.06
0.09,0.16,0.95,-0.49,-0.73,-0.18
0.09,0.16,0.95,-0.61,-0.79,-0.06
0.09,0.16,0.95,-0.61,-0.73,-0.18
0.09,0.16,0.95,-0.55,-0.85,-0.31
0.09,0.16,0.95,-0.55,-0.85,-0.12
0.09,0.16,0.95,-0.67,-0.79,-0.12
0.09,0.16,0.95,-0.49,-0.73,-0.18
0.09,0.16,0.95,-0.49,-0.61,-0.24
0.09,0.16,0.95,-0.55,-0.92,-0.24
0.09,0.16,0.95,-0.49,-0.85,-0.24
0.09,0.16,0.95,-0.49,-0.73,-0.37
0.09,0.16,0.95,-0.49,-0.67,0.00
0.09,0.16,0.95,-0.37,-0.61,0.00
0.09,0.16,0.95,-0.49,-0.73,0.00
0.09,0.16,0.95,-0.49,-0.73,-0.24
0.09,0.16,0.95,-0.49,-0.61,-0.24
0.09,0.16,0.95,-0.67,-0.55,-0.12
0.09,0.16,0.95,-0.55,-0.61,-0.06
0.09,0.16,0.95,-0.55,-0.92,-0.12
0.09,0.16,0.95,-0.61,-0.92,0.00
0.09,0.16,0.95,-0.61,-0.73,0.00
0.09,0.16,0.95,-0.67,-0.73,-0.18
0.09,0.16,0.95,-0.55,-0.73,-0.31
0.09,0.16,0.95,-0.49,-0.79,-0.12
0.09,0.16,0.95,-0.55,-0.73,-0.06
0.09,0.16,0.95,-0.61,-0.55,0.00
0.09,0.16,0.95,-0.67,-0.92,0.00
0.09,0.16,0.95,-0.61,-0.73,-0.06
0.09,0.16,0.95,-0.55,-0.55,-0.06
0.09,0.16,0.95,-0.55,-0.67,-0.12
0.09,0.16,0.95,-0.55,-0.79,0.00
0.09,0.16,0.95,-0.49,-0.92,0.00
0.09,0.16,0.95,-0.49,-0.73,-0.24
0.09,0.16,0.95,-0.43,-0.67,-0.06
0.09,0.16,0.95,-0.49,-0.73,-0.24
0.09,0.16,0.95,-0.55,-0.92,-0.18
0.09,0.16,0.95,-0.37,-0.92,-0.12
0.09,0.16,0.95,-0.49,-0.85,-0.06
0.09,0.16,0.95,-0.49,-0.73,-0.12
0.09,0.16,0.95,-0.49,-0.85,-0.06
0.09,0.16,0.95,-0.49,-0.85,-0.12
0.09,0.16,0.95,-0.37,-0.85,-0.12
0.09,0.16,0.95,-0.49,-0.55,-0.31
0.09,0.16,0.95,-0.67,-0.98,0.00
0.09,0.16,0.95,-0.61,-1.10,-0.06
0.09,0.16,0.95,-0.43,-0.85,-0.12
0.09,0.16,0.95,-0.49,-0.92,0.00
0.09,0.16,0.95,-0.49,-0.85,-0.12
0.09,0.16,0.95,-0.49,-0.79,-0.24
0.09,0.16,0.95,-0.55,-0.85,-0.12
0.09,0.16,0.95,-0.55,-1.10,-0.12
0.09,0.16,0.95,-0.61,-0.92,-0.18
0.09,0.16,0.95,-0.67,-0.98,-0.06
0.09,0.16,0.95,-0.67,-0.73,-0.12
0.09,0.16,0.95,-0.55,-0.92,-0.24
0.09,0.16,0.95,-0.37,-0.85,-0.31
0.09,0.16,0.95,-0.55,-0.73,-0.31
0.09,0.16,0.95,-0.61,-0.79,-0.12
0.09,0.16,0.95,-0.67,-0.79,-0.12
0.09,0.16,0.95,-0.61,-0.79,0.06
0.09,0.16,0.95,-0.67,-0.85,0.00
0.09,0.16,0.95,-0.55,-0.73,-0.06
0.09,0.16,0.95,-0.67,-0.73,-0.06
0.09,0.16,0.95,-0.67,-0.73,-0.18
0.09,0.16,0.95,-0.61,-0.79,-0.18
0.09,0.16,0.95,-0.61,-0.73,0.00
0.09,0.16,0.95,-0.55,-0.73,-0.06
0.09,0.16,0.95,-0.49,-0.79,-0.18
0.09,0.16,0.95,-0.43,-0.67,-0.18
0.09,0.16,0.95,-0.49,-0.79,-0.24
0.09,0.16,0.95,-0.43,-0.73,-0.18
0.09,0.16,0.95,-0.49,-0.61,-0.12
0.09,0.16,0.95,-0.43,-0.73,0.00
0.09,0.16,0.95,-0.49,-0.79,-0.24
0.09,0.16,0.95,-0.43,-0.92,-0.12
0.09,0.16,0.95,-0.55,-0.67,0.06
0.09,0.16,0.95,-0.55,-0.92,-0.06
0.09,0.16,0.95,-0.37,-0.92,0.06
0.09,0.16,0.95,-0.49,-0.79,0.06
0.09,0.16,0.95,-0.49,-0.73,-0.12
0.09,0.16,0.95,-0.49,-0.98,-0.12
0.09,0.16,0.95,-0.55,-0.92,0.00
0.09,0.16,0.95,-0.67,-0.92,-0.06
0.09,0.16,0.95,-0.49,-0.92,-0.06
0.09,0.16,0.95,-0.49,-0.85,-0.12
0.09,0.16,0.95,-0.73,-1.10,-0.12
0.09,0.16,0.95,-0.61,-1.04,0.00
0.09,0.16,0.95,-0.73,-1.10,0.00
0.09,0.16,0.95,-0.55,-1.04,0.06
0.09,0.16,0.95,-0.37,-0.85,-0.06
0.09,0.16,0.95,-0.49,-1.04,0.00
0.09,0.16,0.95,-0.55,-1.04,0.00
0.09,0.16,0.95,-0.55,-0.61,-0.06
0.09,0.16,0.95,-0.55,-0.67,-0.24
0.09,0.16,0.95,-0.37,-0.92,-0.12
0.09,0.16,0.95,-0.61,-0.79,0.06
0.09,0.16,0.95,-0.61,-0.92,0.06
0.09,0.16,0.95,-0.49,-0.85,-0.18
0.09,0.16,0.95,-0.55,-0.67,-0.18
0.09,0.16,0.95,-0.61,-0.85,-0.06
0.09,0.16,0.95,-0.49,-0.73,-0.06
0.09,0.16,0.95,-0.43,-0.49,-0.18
0.09,0.16,0.95,-0.55,-0.79,-0.31
0.09,0.16,0.95,-0.61,-0.85,-0.12
0.09,0.16,0.95,-0.55,-0.85,-0.06
0.09,0.16,0.95,-0.55,-0.61,-0.18
0.09,0.16,0.95,-0.55,-0.79,-0.24
0.09,0.16,0.95,-0.55,-0.92,-0.12
0.09,0.16,0.95,-0.43,-1.04,-0.24
0.09,0.16,0.95,-0.55,-1.04,-0.06
0.09,0.16,0.95,-0.43,-0.92,-0.06
0.09,0.16,0.95,-0.43,-0.67,0.06
0.09,0.16,0.95,-0.55,-0.61,-0.24
0.09,0.16,0.95,-0.49,-0.73,-0.31
0.09,0.16,0.95,-0.49,-0.85,-0.31
0.09,0.16,0.95,-0.55,-0.73,-0.18
0.09,0.16,0.95,-0.49,-0.85,-0.24
0.09,0.16,0.95,-0.49,-0.85,-0.06
0.09,0.16,0.95,-0.55,-0.79,0.00
0.09,0.16,0.95,-0.55,-0.79,-0.06
0.09,0.16,0.95,-0.55,-0.85,0.00
0.09,0.16,0.95,-0.43,-0.79,-0.06
0.09,0.16,0.95,-0.43,-0.67,-0.06
0.09,0.16,0.95,-0.43,-0.67,0.06
0.09,0.16,0.95,-0.37,-0.73,-0.06
0.09,0.16,0.95,-0.37,-0.73,-0.12
0.09,0.16,0.95,-0.55,-0.67,-0.06
0.09,0.16,0.95,-0.55,-0.92,-0.06
0.09,0.16,0.95,-0.61,-0.92,-0.18
0.09,0.16,0.95,-0.49,-0.85,-0.18
0.09,0.16,0.95,-0.61,-1.34,0.00
0.09,0.16,0.95,-0.43,-1.04,-0.06
0.09,0.16,0.95,-0.55,-0.92,-0.12
0.09,0.16,0.95,-0.73,-0.92,0.00
0.09,0.16,0.95,-0.61,-0.73,-0.18
0.09,0.16,0.95,-0.61,-0.79,-0.18
0.09,0.16,0.95,-0.61,-0.85,-0.12
0.09,0.16,0.95,-0.49,-0.73,-0.24
0.09,0.16,0.95,-0.55,-0.67,-0.12
0.09,0.16,0.95,-0.55,-0.92,-0.06
0.09,0.16,0.95,-0.61,-0.85,-0.06
0.09,0.16,0.95,-0.49,-0.92,0.00
0.09,0.16,0.95,-0.61,-0.92,0.00
0.09,0.16,0.95,-0.67,-0.73,-0.18
0.09,0.16,0.95,-0.61,-0.85,-0.24
0.09,0.16,0.95,-0.49,-0.73,-0.12
0.09,0.16,0.95,-0.55,-0.73,-0.18
0.09,0.16,0.95,-0.49,-0.67,0.06
0.09,0.16,0.95,-0.49,-0.92,-0.06
0.09,0.16,0.95,-0.61,-0.92,-0.12
0.09,0.16,0.95,-0.67,-0.73,-0.18
0.09,0.16,0.95,-0.61,-0.67,-0.12
0.09,0.16,0.95,-0.31,-0.67,-0.06
0.09,0.16,0.95,-0.55,-0.79,0.06
0.09,0.16,0.95,-0.61,-0.49,-0.18
0.09,0.16,0.95,-0.55,-0.73,-0.06
0.09,0.16,0.95,-0.49,-0.79,0.00
0.09,0.16,0.95,-0.43,-0.79,-0.06
0.09,0.16,0.95,-0.49,-0.85,-0.12
0.09,0.16,0.95,-0.37,-0.73,-0.24
0.09,0.16,0.95,-0.49,-0.85,-0.31
0.09,0.16,0.95,-0.49,-0.79,-0.18
0.09,0.16,0.95,-0.61,-0.79,-0.06
0.09,0.16,0.95,-0.49,-0.85,0.06
0.09,0.16,0.95,-0.55,-0.73,-0.06
0.09,0.16,0.95,-0.61,-0.92,-0.06
0.09,0.16,0.95,-0.49,-1.10,0.00
0.09,0.16,0.95,-0.43,-0.92,0.00
0.09,0.16,0.95,-0.49,-0.79,-0.12
0.09,0.16,0.95,-0.49,-0.92,-0.12
0.09,0.16,0.95,-0.49,-0.92,0.00
0.09,0.16,0.95,-0.61,-0.98,-0.06
0.09,0.16,0.95,-0.55,-0.73,-0.31
0.09,0.16,0.95,-0.43,-0.67,-0.37
0.09,0.16,0.95,-0.55,-0.73,-0.18
0.09,0.16,0.95,-0.61,-0.92,-0.12
0.09,0.16,0.95,-0.49,-0.85,-0.12
0.09,0.16,0.95,-0.61,-0.92,-0.12
0.09,0.16,0.95,-0.49,-0.92,0.00
0.09,0.16,0.95,-0.43,-0.85,-0.06
0.09,0.16,0.95,-0.55,-0.67,-0.12
0.09,0.16,0.95,-0.49,-0.92,-0.24
0.09,0.16,0.95,-0.55,-0.98,-0.18
0.09,0.16,0.95,-0.55,-1.10,-0.24
0.09,0.16,0.95,-0.55,-0.98,0.00
0.09,0.16,0.95,-0.61,-0.92,-0.12
0.09,0.16,0.95,-0.61,-0.98,-0.18
0.09,0.16,0.95,-0.67,-1.10,-0.06
0.09,0.16,0.95,-0.49,-0.98,-0.24
0.09,0.16,0.95,-0.37,-0.73,-0.18
0.09,0.16,0.95,-0.55,-0.73,-0.18
0.09,0.16,0.95,-0.55,-0.85,-0.12
0.09,0.16,0.95,-0.37,-1.10,-0.12
0.09,0.16,0.95,-0.37,-0.85,-0.06
0.09,0.16,0.95,-0.43,-0.98,0.06
0.09,0.16,0.95,-0.55,-1.04,0.06
0.09,0.16,0.95,-0.55,-1.04,-0.06
0.09,0.16,0.95,-0.43,-0.73,-0.31
0.09,0.16,0.95,-0.49,-1.04,-0.24
0.09,0.16,0.95,-0.37,-0.73,-0.24
0.09,0.16,0.95,-0.49,-0.85,-0.12
0.09,0.16,0.95,-0.55,-0.98,-0.24
0.09,0.16,0.95,-0.43,-0.98,-0.18
0.09,0.16,0.95,-0.49,-0.98,-0.18
0.09,0.16,0.95,-0.37,-0.85,-0.06
0.09,0.16,0.95,-0.43,-0.85,0.00
0.09,0.16,0.95,-0.49,-0.92,0.06
0.09,0.16,0.95,-0.55,-1.04,0.00
0.09,0.16,0.95,-0.43,-0.85,-0.18
0.09,0.16,0.95,-0.43,-0.92,-0.18
0.09,0.16,0.95,-0.49,-0.85,-0.18
0.09,0.16,0.95,-0.49,-0.98,-0.06
0.09,0.16,0.95,-0.55,-0.98,0.00
0.09,0.16,0.95,-0.61,-0.73,-0.18
0.09,0.16,0.95,-0.49,-0.67,-0.18
0.09,0.16,0.95,-0.61,-0.79,-0.12
0.09,0.16,0.95,-0.55,-0.98,-0.24
0.09,0.16,0.95,-0.43,-0.98,-0.12
0.09,0.16,0.95,-0.49,-0.92,-0.06
0.09,0.16,0.95,-0.43,-1.04,-0.24
0.09,0.16,0.95,-0.43,-1.04,-0.18
0.09,0.16,0.95,-0.49,-0.79,-0.18
0.09,0.16,0.95,-0.55,-0.73,-0.18
0.09,0.16,0.95,-0.37,-0.92,-0.06
0.09,0.16,0.95,-0.49,-0.73,-0.12
0.09,0.16,0.95,-0.61,-0.85,0.00
0.09,0.16,0.95,-0.61,-0.79,-0.24
0.09,0.16,0.95,-0.67,-0.55,-0.31
0.09,0.16,0.95,-0.37,-0.85,-0.18
0.09,0.16,0.95,-0.49,-0.79,-0.18
0.09,0.16,0.95,-0.43,-0.73,-0.18
0.09,0.16,0.95,-0.55,-0.85,-0.06
0.09,0.16,0.95,-0.49,-0.98,-0.12
0.09,0.16,0.95,-0.55,-0.85,0.00
0.09,0.16,0.95,-0.61,-1.04,-0.12
0.09,0.16,0.95,-0.61,-1.04,-0.06
0.09,0.16,0.95,-0.55,-0.85,-0.18
0.09,0.16,0.95,-0.55,-0.92,-0.24
0.09,0.16,0.95,-0.55,-0.85,-0.12
0.09,0.16,0.95,-0.49,-1.10,-0.06
0.09,0.16,0.95,-0.55,-1.16,-0.12
0.09,0.16,0.95,-0.67,-0.92,-0.12
0.09,0.16,0.95,-0.55,-1.10,0.00
0.09,0.16,0.95,-0.43,-0.92,0.06
0.09,0.16,0.95,-0.43,-1.04,0.00
0.09,0.16,0.95,-0.43,-0.85,-0.12
0.09,0.16,0.95,-0.43,-1.04,-0.06
0.09,0.16,0.95,-0.55,-0.79,-0.12
0.09,0.16,0.95,-0.49,-0.67,-0.12
0.09,0.16,0.95,-0.37,-0.92,-0.18
0.09,0.16,0.95,-0.49,-0.79,-0.12
0.09,0.16,0.95,-0.61,-0.85,-0.12
0.09,0.16,0.95,-0.61,-1.04,-0.18
0.09,0.16,0.95,-0.67,-0.92,-0.06
0.09,0.16,0.95,-0.49,-0.98,-0.18
0.09,0.16,0.95,-0.49,-0.92,-0.18
0.09,0.16,0.95,-0.61,-0.92,-0.06
0.09,0.16,0.95,-0.43,-0.79,-0.12
0.09,0.16,0.95,-0.49,-0.79,-0.12
0.09,0.16,0.95,-0.55,-0.98,-0.06
0.09,0.16,0.95,-0.49,-1.16,0.00
0.09,0.16,0.95,-0.43,-1.10,-0.12
0.09,0.16,0.95,-0.49,-1.04,-0.06
0.09,0.16,0.95,-0.49,-0.92,-0.12
0.09,0.16,0.95,-0.55,-1.04,-0.18
0.09,0.16,0.95,-0.49,-1.04,-0.18
0.09,0.16,0.95,-0.55,-0.98,-0.24
0.09,0.16,0.95,-0.43,-1.10,-0.06
0.09,0.16,0.95,-0.55,-0.79,0.00
0.09,0.16,0.95,-0.61,-1.04,-0.24
0.09,0.16,0.95,-0.55,-0.92,-0.12
0.09,0.16,0.95,-0.43,-0.85,0.00
0.09,0.16,0.95,-0.55,-1.16,-0.18
0.09,0.16,0.95,-0.67,-1.04,-0.24
0.09,0.16,0.95,-0.49,-0.98,-0.24
0.09,0.16,0.95,-0.49,-0.98,-0.18
0.09,0.16,0.95,-0.61,-1.10,-0.24
0.09,0.16,0.95,-0.55,-1.10,-0.24
0.09,0.16,0.95,-0.55,-1.28,-0.31
0.09,0.16,0.95,-0.55,-0.85,-0.24
0.09,0.16,0.95,-0.49,-0.85,0.00
0.09,0.16,0.95,-0.67,-0.98,-0.18
0.09,0.16,0.95,-0.67,-1.10,-0.06
0.09,0.16,0.95,-0.61,-0.79,-0.12
0.09,0.16,0.95,-0.55,-0.85,-0.18
0.09,0.16,0.95,-0.31,-0.79,-0.18
0.09,0.16,0.95,-0.43,-0.85,-0.06
0.09,0.16,0.95,-0.61,-0.85,-0.12
0.09,0.16,0.95,-0.49,-0.73,-0.06
0.09,0.16,0.95,-0.43,-0.67,-0.12
0.09,0.16,0.95,-0.55,-0.67,-0.18
0.09,0.16,0.95,-0.49,-0.67,-0.12
0.09,0.16,0.95,-0.55,-0.61,-0.18
0.09,0.16,0.95,-0.49,-0.61,-0.24
0.09,0.16,0.95,-0.61,-0.67,-0.18
0.09,0.16,0.95,-0.61,-0.67,-0.12
0.09,0.16,0.95,-0.55,-0.79,-0.18
0.09,0.16,0.95,-0.55,-0.85,-0.12
0.09,0.16,0.95,-0.49,-0.85,-0.06
0.09,0.16,0.95,-0.55,-1.04,0.06
0.09,0.16,0.95,-0.49,-1.04,0.06
0.09,0.16,0.95,-0.43,-0.92,0.00
0.09,0.16,0.95,-0.49,-0.79,-0.12
0.09,0.16,0.95,-0.61,-0.73,0.00
0.09,0.16,0.95,-0.67,-0.79,0.00
0.09,0.16,0.95,-0.55,-0.92,0.06
0.09,0.16,0.95,-0.55,-0.49,0.00
0.09,0.16,0.95,-0.49,-0.85,-0.06
0.09,0.16,0.95,-0.49,-0.79,-0.18
0.09,0.16,0.95,-0.67,-0.79,-0.12
0.09,0.16,0.95,-0.55,-0.98,-0.18
0.09,0.16,0.95,-0.43,-1.10,-0.06
0.09,0.16,0.95,-0.55,-0.85,-0.12
0.09,0.16,0.95,-0.43,-0.85,-0.18
0.09,0.16,0.95,-0.37,-0.67,-0.18
0.09,0.16,0.95,-0.43,-0.92,-0.18
0.09,0.16,0.95,-0.31,-0.79,-0.18
0.09,0.16,0.95,-0.43,-0.85,-0.12
0.09,0.16,0.95,-0.49,-0.98,-0.06
0.09,0.16,0.95,-0.43,-0.92,0.00
0.09,0.16,0.95,-0.55,-0.79,0.00
0.09,0.16,0.95,-0.61,-0.85,0.06
0.09,0.16,0.95,-0.67,-0.98,0.12
0.09,0.16,0.95,-0.49,-0.85,0.18
0.09,0.16,0.95,-0.43,-0.79,0.18
0.09,0.16,0.95,-0.49,-0.92,0.00
0.09,0.16,0.95,-0.43,-0.79,0.00
0.09,0.16,0.95,-0.37,-0.85,-0.06
0.09,0.16,0.95,-0.31,-1.04,-0.18
0.09,0.16,0.95,-0.43,-0.73,-0.24
0.09,0.16,0.95,-0.55,-0.85,-0.06
0.09,0.16,0.95,-0.43,-0.79,-0.12
0.09,0.16,0.95,-0.49,-0.79,-0.06
0.09,0.16,0.95,-0.55,-0.98,-0.06
0.09,0.16,0.95,-0.43,-1.10,-0.12
0.09,0.16,0.95,-0.49,-0.67,-0.12
0.09,0.16,0.95,-0.31,-1.10,-0.06
0.09,0.16,0.95,-0.49,-1.10,-0.12
0.09,0.16,0.95,-0.61,-1.10,-0.12
0.09,0.16,0.95,-0.43,-1.10,0.06
0.09,0.16,0.95,-0.55,-0.92,-0.06
0.09,0.16,0.95,-0.43,-0.98,-0.12
0.09,0.16,0.95,-0.43,-0.98,-0.12
0.09,0.16,0.95,-0.49,-1.04,-0.31
0.09,0.16,0.95,-0.73,-0.92,0.00
0.09,0.16,0.95,-0.55,-1.10,0.12
0.09,0.16,0.95,-0.43,-0.85,-0.06
0.09,0.16,0.95,-0.31,-1.16,-0.12
0.09,0.16,0.95,-0.43,-0.92,-0.12
0.09,0.16,0.95,-0.43,-1.04,0.00
0.09,0.16,0.95,-0.49,-1.16,0.00
0.09,0.16,0.95,-0.43,-0.98,0.00
0.09,0.16,0.95,-0.37,-0.98,0.18
0.09,0.16,0.95,-0.37,-1.16,0.12
0.09,0.16,0.95,-0.37,-1.04,-0.12
0.09,0.16,0.95,-0.43,-1.22,-0.12
0.09,0.16,0.95,-0.61,-1.22,0.12
0.09,0.16,0.95,-0.55,-1.22,0.00
0.09,0.16,0.95,-0.49,-1.16,0.00
0.09,0.16,0.95,-0.49,-1.04,-0.12
